"Development.Name","TDSNumber","Borough","Current.Charges","Total.HCF","Revenue.Month.clean","DateTime","Year"
"QUEENSBRIDGE NORTH",505,"QUEENS",7102.51,1517,"11/01/2013 12:00:00 ",2013-11-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1761.72,601,"11/01/2013 12:00:00 ",2013-11-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",853.04,1693,"11/01/2013 12:00:00 ",2013-11-01,2013
"BELMONT-SUTTER AREA",345,"BROOKLYN",2067.7,806,"11/01/2013 12:00:00 ",2013-11-01,2013
"SOUTH JAMAICA II",66,"QUEENS",5034.8,1255,"11/01/2013 12:00:00 ",2013-11-01,2013
"POLO GROUNDS TOWERS",149,"MANHATTAN",231.81,835,"11/01/2013 12:00:00 ",2013-11-01,2013
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",7093.23,1516,"11/01/2013 12:00:00 ",2013-11-01,2013
"SOUTH JAMAICA I",8,"QUEENS",5498.41,1310,"11/01/2013 12:00:00 ",2013-11-01,2013
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",5924.94,1369,"11/01/2013 12:00:00 ",2013-11-01,2013
"LONGFELLOW AVENUE REHAB",362,"BRONX",12832.72,251,"11/01/2013 12:00:00 ",2013-11-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",6824.34,1484,"11/01/2013 12:00:00 ",2013-11-01,2013
"154 WEST 84TH STREET",359,"MANHATTAN",1798.81,605,"11/01/2013 12:00:00 ",2013-11-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1622.64,583,"11/01/2013 12:00:00 ",2013-11-01,2013
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",3643.97,1048,"11/01/2013 12:00:00 ",2013-11-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",213.26,813,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE IV (D)",331,"MANHATTAN",2216.06,823,"10/01/2013 12:00:00 ",2013-10-01,2013
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3653.25,1049,"10/01/2013 12:00:00 ",2013-10-01,2013
"PARK ROCK REHAB",351,"BROOKLYN",3375.08,1016,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",2790.93,947,"10/01/2013 12:00:00 ",2013-10-01,2013
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",1752.45,599,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",31.96,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"BETANCES III, 9A",222,"BRONX",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",6184.56,1400,"10/01/2013 12:00:00 ",2013-10-01,2013
"BETANCES III, 9A",222,"BRONX",4098.31,1132,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",556.33,1326,"10/01/2013 12:00:00 ",2013-10-01,2013
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",7797.92,1605,"10/01/2013 12:00:00 ",2013-10-01,2013
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"CROWN HEIGHTS",312,"BROOKLYN",1641.18,585,"10/01/2013 12:00:00 ",2013-10-01,2013
"BOYNTON AVENUE REHAB",346,"BRONX",6536.9,1450,"10/01/2013 12:00:00 ",2013-10-01,2013
"NOSTRAND",43,"BROOKLYN",4701.01,1215,"10/01/2013 12:00:00 ",2013-10-01,2013
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",13194.34,275,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",4951.35,1245,"10/01/2013 12:00:00 ",2013-10-01,2013
"WEST FARMS SQUARE CONVENTIONAL",526,"BRONX",2457.13,852,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE I CONVENTIONAL",525,"BRONX",1465.01,564,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",176.17,600,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE I CONVENTIONAL",525,"BRONX",3375.08,1016,"10/01/2013 12:00:00 ",2013-10-01,2013
"MELROSE",28,"BRONX",129.81,541,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",5183.16,1272,"10/01/2013 12:00:00 ",2013-10-01,2013
"154 WEST 84TH STREET",359,"MANHATTAN",1706.08,594,"10/01/2013 12:00:00 ",2013-10-01,2013
"MARCY AVENUE-GREENE AVENUE SITE B",358,"BROOKLYN",2336.59,838,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE I CONVENTIONAL",525,"BRONX",2067.7,806,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",2994.92,971,"10/01/2013 12:00:00 ",2013-10-01,2013
"MANHATTANVILLE REHAB (GROUP 2)",296,"MANHATTAN",1325.92,547,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",213.26,813,"10/01/2013 12:00:00 ",2013-10-01,2013
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5108.98,1264,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",3597.61,1042,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",38.07,890,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1335.2,548,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE III",364,"MANHATTAN",3996.32,1120,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",38.07,890,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2243.87,827,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1770.99,602,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE III",364,"MANHATTAN",3996.32,1120,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",3894.32,1107,"10/01/2013 12:00:00 ",2013-10-01,2013
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3013.47,973,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE II",337,"MANHATTAN",6870.7,1490,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE II",337,"MANHATTAN",5628.23,1334,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",2123.33,812,"10/01/2013 12:00:00 ",2013-10-01,2013
"BOULEVARD",46,"BROOKLYN",1075.58,514,"10/01/2013 12:00:00 ",2013-10-01,2013
"WEST FARMS ROAD REHAB",360,"BRONX",13064.53,267,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",268.89,879,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE II",337,"MANHATTAN",4024.13,1123,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE II",337,"MANHATTAN",6573.99,1454,"10/01/2013 12:00:00 ",2013-10-01,2013
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2039.88,803,"10/01/2013 12:00:00 ",2013-10-01,2013
"FRANKLIN AVENUE III CONVENTIONAL",524,"BRONX",2392.23,844,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",9262.93,1772,"10/01/2013 12:00:00 ",2013-10-01,2013
"GOMPERS",100,"MANHATTAN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",3254.54,1002,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",6175.29,1399,"10/01/2013 12:00:00 ",2013-10-01,2013
"BAISLEY PARK",91,"QUEENS",6110.38,1391,"10/01/2013 12:00:00 ",2013-10-01,2013
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",3699.61,1054,"10/01/2013 12:00:00 ",2013-10-01,2013
"BETANCES VI",285,"BRONX",38.07,1055,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",6277.28,1411,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",4098.31,1132,"10/01/2013 12:00:00 ",2013-10-01,2013
"LOWER EAST SIDE I INFILL",326,"MANHATTAN",5813.67,1356,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",129.81,541,"10/01/2013 12:00:00 ",2013-10-01,2013
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",6648.17,1463,"10/01/2013 12:00:00 ",2013-10-01,2013
"LONGFELLOW AVENUE REHAB",362,"BRONX",5971.3,1375,"10/01/2013 12:00:00 ",2013-10-01,2013
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2262.42,829,"10/01/2013 12:00:00 ",2013-10-01,2013
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",5924.94,1369,"10/01/2013 12:00:00 ",2013-10-01,2013
"LONGFELLOW AVENUE REHAB",362,"BRONX",12035.32,204,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",5498.41,1310,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE",339,"BROOKLYN",1622.64,583,"10/01/2013 12:00:00 ",2013-10-01,2013
"INTERNATIONAL TOWER",316,"QUEENS",7797.92,1605,"10/01/2013 12:00:00 ",2013-10-01,2013
"INGERSOLL",14,"BROOKLYN",38.07,2,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",55.63,1317,"10/01/2013 12:00:00 ",2013-10-01,2013
"WEST FARMS ROAD REHAB",360,"BRONX",5266.61,1282,"10/01/2013 12:00:00 ",2013-10-01,2013
"WEST FARMS ROAD REHAB",360,"BRONX",7640.29,1586,"10/01/2013 12:00:00 ",2013-10-01,2013
"HUNTS POINT AVENUE REHAB",367,"BRONX",2809.48,949,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE",339,"BROOKLYN",8400.61,1679,"10/01/2013 12:00:00 ",2013-10-01,2013
"HUNTS POINT AVENUE REHAB",367,"BRONX",3708.88,1085,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",5183.16,1272,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",1937.89,790,"10/01/2013 12:00:00 ",2013-10-01,2013
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",4163.22,1139,"10/01/2013 12:00:00 ",2013-10-01,2013
"HUNTS POINT AVENUE REHAB",367,"BRONX",6870.7,1490,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",4274.48,1153,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 004TH STREET REHAB",322,"MANHATTAN",1557.73,575,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2892.93,959,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",222.53,824,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2772.39,889,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAFT",97,"MANHATTAN",676.87,1477,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",166.9,588,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3161.82,991,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",7362.13,1547,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2058.43,805,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2781.66,946,"10/01/2013 12:00:00 ",2013-10-01,2013
"BOULEVARD",46,"BROOKLYN",630.51,1414,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3115.46,985,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",194.72,791,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",4181.76,1142,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",3764.51,1091,"10/01/2013 12:00:00 ",2013-10-01,2013
"UPACA (SITE 5)",343,"MANHATTAN",8715.87,1716,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"UPACA (SITE 5)",343,"MANHATTAN",4144.67,1137,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",296.71,967,"10/01/2013 12:00:00 ",2013-10-01,2013
"UPACA (SITE 5)",343,"MANHATTAN",8,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",4932.81,1243,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3059.83,979,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",166.9,588,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",491.43,1240,"10/01/2013 12:00:00 ",2013-10-01,2013
"STANTON STREET",559,"MANHATTAN",1112.66,519,"10/01/2013 12:00:00 ",2013-10-01,2013
"CROWN HEIGHTS",312,"BROOKLYN",3087.64,982,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",4413.57,1169,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",5554.05,1316,"10/01/2013 12:00:00 ",2013-10-01,2013
"UPACA (SITE 6)",355,"MANHATTAN",3736.7,1088,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 165TH STREET-BRYANT AVENUE",304,"BRONX",5359.33,1293,"10/01/2013 12:00:00 ",2013-10-01,2013
"UPACA (SITE 6)",355,"MANHATTAN",5720.95,1345,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLINTON",123,"MANHATTAN",31738.74,915,"10/01/2013 12:00:00 ",2013-10-01,2013
"VAN DYKE I",61,"BROOKLYN",92.72,495,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOTOMAYOR HOUSES",67,"BRONX",139.08,554,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",11284.27,151,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",5720.95,1345,"10/01/2013 12:00:00 ",2013-10-01,2013
"BRYANT AVENUE-EAST 174TH STREET",235,"BRONX",7009.78,1506,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA I",8,"QUEENS",6147.47,1396,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLINTON",123,"MANHATTAN",25906.53,759,"10/01/2013 12:00:00 ",2013-10-01,2013
"SHELTON HOUSE",279,"QUEENS",9466.92,21,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAPSCOTT STREET REHAB",354,"BROOKLYN",1706.08,594,"10/01/2013 12:00:00 ",2013-10-01,2013
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (MHOP) II",398,"MANHATTAN",704.69,1510,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",6166.01,1398,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2151.15,816,"10/01/2013 12:00:00 ",2013-10-01,2013
"HOWARD AVENUE",339,"BROOKLYN",2874.38,957,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (MHOP) I",389,"MANHATTAN",1177.57,526,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",3087.64,982,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (MHOP) I",389,"MANHATTAN",361.62,1044,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",6675.98,1467,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,611,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (MHOP) I",389,"MANHATTAN",815.95,1645,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",4116.86,1134,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (MHOP) I",389,"MANHATTAN",222.53,824,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"ARMSTRONG I",210,"BROOKLYN",4005.59,1121,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1223.93,533,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1270.29,538,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",890.13,1735,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",6685.26,1468,"10/01/2013 12:00:00 ",2013-10-01,2013
"BAISLEY PARK",91,"QUEENS",8196.62,1650,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2661.12,876,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",6638.9,1462,"10/01/2013 12:00:00 ",2013-10-01,2013
"BOYNTON AVENUE REHAB",346,"BRONX",2596.22,869,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2151.15,816,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",3727.42,1087,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",44.42,2,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAPSCOTT STREET REHAB",354,"BROOKLYN",1140.48,522,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2076.97,807,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2021.34,800,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",658.33,1455,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",955.04,500,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",6110.38,1391,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1168.3,525,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 004TH STREET REHAB",322,"MANHATTAN",1947.16,792,"10/01/2013 12:00:00 ",2013-10-01,2013
"BUSHWICK II (GROUPS B & D)",303,"BROOKLYN",38.07,1055,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1937.89,790,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2114.06,811,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2076.97,807,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2651.85,875,"10/01/2013 12:00:00 ",2013-10-01,2013
"CROWN HEIGHTS",312,"BROOKLYN",2809.48,949,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1344.47,549,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",3096.91,983,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE IV (D)",331,"MANHATTAN",2141.88,815,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2382.96,843,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAPSCOTT STREET REHAB",354,"BROOKLYN",5294.43,1286,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",815.95,1645,"10/01/2013 12:00:00 ",2013-10-01,2013
"BELMONT-SUTTER AREA",345,"BROOKLYN",3032.01,975,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",31.96,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1055,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",834.5,1672,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",4654.64,1210,"10/01/2013 12:00:00 ",2013-10-01,2013
"BELMONT-SUTTER AREA",345,"BROOKLYN",2067.7,806,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1474.28,565,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2169.69,818,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST NEW YORK CITY LINE",263,"BROOKLYN",1465.01,564,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",2280.96,831,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",38.07,2,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1019.94,508,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",2271.69,830,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2039.88,803,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1817.35,607,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2410.77,847,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1502.1,569,"10/01/2013 12:00:00 ",2013-10-01,2013
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",1223.93,533,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",120.54,529,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1446.46,562,"10/01/2013 12:00:00 ",2013-10-01,2013
"TAPSCOTT STREET REHAB",354,"BROOKLYN",2568.4,865,"10/01/2013 12:00:00 ",2013-10-01,2013
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",1761.72,601,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",2429.32,849,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1363.01,551,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2484.95,855,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2280.96,831,"10/01/2013 12:00:00 ",2013-10-01,2013
"CONLON LIHFE TOWER",232,"QUEENS",17793.35,474,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2076.97,807,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",38.07,890,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1974.98,795,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",6314.37,1416,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",5479.87,1308,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",5414.96,1300,"10/01/2013 12:00:00 ",2013-10-01,2013
"EAST 152ND STREET-COURTLANDT AVENUE",237,"BRONX",556.33,1326,"10/01/2013 12:00:00 ",2013-10-01,2013
"FENIMORE-LEFFERTS",205,"BROOKLYN",213.26,813,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2104.79,810,"10/01/2013 12:00:00 ",2013-10-01,2013
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",1669,590,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1214.66,532,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",31.96,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"SOUTH JAMAICA II",66,"QUEENS",2132.61,814,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",1845.17,610,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",38.07,1,"10/01/2013 12:00:00 ",2013-10-01,2013
"WILLIAMSBURG",2,"BROOKLYN",250.35,857,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2299.51,833,"10/01/2013 12:00:00 ",2013-10-01,2013
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2058.43,805,"10/01/2013 12:00:00 ",2013-10-01,2013
"SAMUEL (CITY)",377,"MANHATTAN",2355.14,840,"10/01/2013 12:00:00 ",2013-10-01,2013
